scenario,variant,variant_label,runs,seeds,delay_mae_mean,delay_mae_std,risk_mae_mean,risk_mae_std,coverage_mean,coverage_std,auroc_mean,auroc_std,recall_at_10_mean,recall_at_10_std
overall,c_v_0x,$c_v$ 0x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.01668881055460679,0.0014238751798428813,0.06134938019128566,0.007776355072073899,0.969,0.017210767743357343,0.867928888888889,0.02621134237569306,0.44400000000000006,0.06976652794179049
overall,c_v_1.5x,$c_v$ 1.5x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.016639973858640994,0.0014179875660009006,0.06083828836816033,0.007755684175070344,0.969,0.017308349065362102,0.8678755555555556,0.02620827699365143,0.446,0.0665226514647059
overall,c_v_2x,$c_v$ 2x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.01663328401431539,0.0014176761949818426,0.060676597094208785,0.007749805325034845,0.9686,0.01737632993774184,0.8678577777777777,0.026197389768243436,0.446,0.0665226514647059
overall,delta_u_0.04,$\delta_u=0.04$,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.016651644906190192,0.0014183861693751968,0.061004659502627165,0.0077616094438718855,0.9688000000000001,0.017148269822193054,0.8678844444444443,0.026233378140357203,0.44400000000000006,0.06976652794179049
overall,delta_u_0.12,$\delta_u=0.12$,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.016651644906190192,0.0014183861693751968,0.061004659502627165,0.0077616094438718855,0.9688000000000001,0.017148269822193054,0.8678844444444443,0.026233378140357203,0.44400000000000006,0.06976652794179049
overall,delta_u_0.16,$\delta_u=0.16$,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.016651644906190192,0.0014183861693751968,0.061004659502627165,0.0077616094438718855,0.9688000000000001,0.017148269822193054,0.8678844444444443,0.026233378140357203,0.44400000000000006,0.06976652794179049
vacation_high,baseline,Baseline,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.04652130443018843,0.004019551946285271,0.17524815033666458,0.0153783805616992,0.9388,0.024695194503768256,0.8560177777777778,0.025987572978593804,0.41200000000000003,0.08519945638571323
vacation_high,c_b_0.5x,$c_b$ 0.5x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.04660005013624838,0.004023832483179693,0.1753861400530019,0.015381929812619394,0.9388,0.02496650387598296,0.8559822222222222,0.02601489012319978,0.41200000000000003,0.08519945638571323
vacation_high,c_b_0x,$c_b$ 0x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.04667951937881657,0.004028086067630733,0.17552590094050777,0.01538663600051311,0.9388,0.02496650387598296,0.8560088888888888,0.025937956061578393,0.41200000000000003,0.08519945638571323
vacation_high,c_b_1.5x,$c_b$ 1.5x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.04644323208751948,0.004015508641510833,0.17511082696123087,0.015375953798181291,0.9388,0.024695194503768256,0.8560000000000001,0.026107828585508468,0.414,0.08337612936187683
vacation_high,c_b_2x,$c_b$ 2x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.04636569893863926,0.004012001686972268,0.1749731940742969,0.0153736982793927,0.9385999999999999,0.024701161276771,0.8560888888888888,0.02611238369425954,0.41200000000000003,0.08319919027946061
vacation_high,c_u_0.5x,$c_u$ 0.5x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.04682109036416008,0.004052830263212815,0.17578412778926528,0.01543430954513888,0.9385999999999999,0.02503975785993565,0.8560622222222222,0.026013123693407122,0.41200000000000003,0.08519945638571323
vacation_high,c_u_0x,$c_u$ 0x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.04712678341719411,0.004087927926291168,0.17632804796402463,0.01549502557528585,0.9384,0.025543358391071747,0.8561155555555555,0.02601862241070321,0.41200000000000003,0.08519945638571323
vacation_high,c_u_1.5x,$c_u$ 1.5x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.04622630988722476,0.003987262058516154,0.17472111354983638,0.015324798951770758,0.9388,0.024695194503768256,0.8559377777777778,0.026000459435137045,0.41200000000000003,0.08519945638571323
vacation_high,c_u_2x,$c_u$ 2x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.04593623153824854,0.003956324289349142,0.17420037481062015,0.015268941172873871,0.9390000000000001,0.023890099248543566,0.8558933333333334,0.025991701179692444,0.41200000000000003,0.08519945638571323
vacation_high,c_v_0.5x,$c_v$ 0.5x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.046804426860726736,0.004038866793855141,0.17574841724886675,0.015410598848067654,0.9390000000000001,0.024721607850963914,0.8559555555555555,0.025990835591854937,0.41200000000000003,0.08519945638571323
vacation_high,c_v_0x,$c_v$ 0x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.04709038500555157,0.004058403626473322,0.17625247182638928,0.015444101446218137,0.9390000000000001,0.024721607850963914,0.8559022222222221,0.025975189241665808,0.41200000000000003,0.08519945638571323
vacation_high,c_v_1.5x,$c_v$ 1.5x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.04624001459530423,0.0040001814523871705,0.1747498376825109,0.015346670239026482,0.9388,0.024695194503768256,0.8560533333333333,0.02604059449020911,0.41200000000000003,0.08519945638571323
vacation_high,c_v_2x,$c_v$ 2x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.045961197413924695,0.003980956195898402,0.17425331895468163,0.01531421438740638,0.9388,0.024695194503768256,0.8560888888888888,0.0260226641858983,0.41200000000000003,0.08519945638571323
vacation_high,delta_u_0.04,$\delta_u=0.04$,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.04652130443018843,0.004019551946285271,0.17524815033666458,0.0153783805616992,0.9388,0.024695194503768256,0.8560177777777778,0.025987572978593804,0.41200000000000003,0.08519945638571323
vacation_high,delta_u_0.12,$\delta_u=0.12$,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.04652130443018843,0.004019551946285271,0.17524815033666458,0.0153783805616992,0.9388,0.024695194503768256,0.8560177777777778,0.025987572978593804,0.41200000000000003,0.08519945638571323
vacation_high,delta_u_0.16,$\delta_u=0.16$,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.04652130443018843,0.004019551946285271,0.17524815033666458,0.0153783805616992,0.9388,0.024695194503768256,0.8560177777777778,0.025987572978593804,0.41200000000000003,0.08519945638571323
